,anchor,host_name,IP,avg_rtt,min_rtt,max_rtt,latitude,longitude,distance,location
,IN-V2-249,uidai.gov.in,103.176.234.137,3.282,3.031,3.533,12.98498,77.588,4,Bangalore
,IN-V2-249,uidai.gov.in,182.78.39.165,7.007,5.929,8.085,12.91414,74.85596,5,Mangalore
,IN-V2-249,uidai.gov.in,59.144.94.26,5.141,5.127,5.154,12.94027,77.68948,6,Bangalore
,IN-V2-164,uidai.gov.in,192.168.9.254,0.232,0.227,0.238,8.5241391,76.9366376,1,Thiruvananthapuram
,IN-V2-164,uidai.gov.in,103.121.26.101,0.541,0.524,0.558,8.52414,76.93664,2,Thiruvananthapuram
,IN-V2-164,uidai.gov.in,121.244.53.25,1.575,1.547,1.603,9.93096,76.30028,3,Ernakulam
,IN-V2-164,uidai.gov.in,172.21.58.213,18.743,18.534,18.952,null,null,4,null
,IN-V2-164,uidai.gov.in,59.160.204.110,19.671,19.646,19.696,12.9716,77.59456,5,Bangalore
,IN-V2-134,uidai.gov.in,192.168.1.1,0.804,0.752,0.857,12.8630352,77.4379779,1,Bengaluru
,IN-V2-134,uidai.gov.in,223.178.56.1,6.058,5.214,6.901,12.97354,77.59034,2,Bangalore
,IN-V2-134,uidai.gov.in,122.187.95.97,5.01,4.349,5.672,12.9716,77.59456,3,Bangalore
,IN-V2-134,uidai.gov.in,59.144.94.26,6.132,5.702,6.561,12.94027,77.68948,4,Bangalore
,IN-V2-208,uidai.gov.in,192.168.0.1,0.393,0.387,0.399,13.0569467,80.242469,1,Chennai
,IN-V2-208,uidai.gov.in,172.31.244.46,5.644,5.513,5.775,null,null,5,null
,IN-V2-208,uidai.gov.in,59.160.204.110,6.64,6.503,6.777,12.9716,77.59456,6,Bangalore
